,dmdtda
109,-0.4543
2823,-0.6406
82,-0.8023
2518,-0.299
2766,-0.8291000000000001
6223,-0.4941
2786,-0.3696
5653,-1.2176
3630,-0.8275
4834,-0.0332
6212,0.0225
6621,-0.3403
4599,-0.3541
3199,-0.2125
4437,-0.4335
2581,-0.8774
3412,-0.2254999999999999
3600,-0.2059
2854,-0.1921
1770,-0.1574
5816,-0.3199
6680,0.0249
3953,-0.7384
1471,-0.3507
3011,-0.383
136,0.4947
4390,-0.1745
652,-0.5946
3249,-0.2126999999999999
1004,-0.4048
3962,-0.7958
4724,-0.5839
5607,-0.4495
2273,-0.7181
3794,0.2789
80,0.2193999999999999
519,0.0132
255,-0.5247
1242,-0.1724
5712,-0.4587719762258563
5330,-0.6101
4671,-0.0809
4539,-0.1852
4770,0.0306
3346,-0.5303
3423,-0.2118
5616,-0.7632
5880,-0.5711
4410,0.0427
114,-0.3863
4098,-0.2777
143,-0.5035
1991,-0.298
4966,-1.4681
3160,-0.3167
5600,-0.5213
6795,-0.3888
2492,-0.8690999999999999
4625,-0.2319
3480,-0.3551
825,-0.1876
4002,-0.2417999999999999
449,-0.932
688,-0.3335
5285,-0.8478
3302,-0.5786
6686,-0.4587719762258563
6405,-1.3211
5118,-0.5477
4559,-0.044
2740,-0.6198
2302,-0.8103999999999999
2114,-0.6137
2397,0.2445
2029,-0.9694
574,-0.2396999999999999
2520,-0.8586
2105,-0.3201
435,-0.4322
1450,-0.6693
5089,-0.0067999999999999
2040,-0.6241
6330,-0.9401
1552,-0.4587719762258563
321,-0.8692
4505,-0.3553
1668,-0.6512
5076,-2.2926
3107,0.1039
2877,-0.4511
6647,-0.1959
2716,-0.3031
2794,0.0022
2860,-0.267
1459,-0.3592
1249,-0.5375
5563,-0.9186
46,-0.9644
1647,-0.7449
1017,-0.4405
2633,0.1377
